areacode	area_fips	msa_title	st_title	component_code	st_fips	cnty_fips	component_title
MT139800000000	13980	Blacksburg-Christiansburg-Radford, VA	Virginia	CN5115500000000	51	155	Pulaski County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5115700000000	51	157	Rappahannock County
MT402200000000	40220	Roanoke, VA	Virginia	CN5116100000000	51	161	Roanoke County
MT255000000000	25500	Harrisonburg, VA	Virginia	CN5116500000000	51	165	Rockingham County
MT287000000000	28700	Kingsport-Bristol-Bristol, TN-VA	Virginia	CN5116900000000	51	169	Scott County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5117700000000	51	177	Spotsylvania County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5117900000000	51	179	Stafford County
MT400600000000	40060	Richmond, VA	Virginia	CN5118300000000	51	183	Sussex County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5118700000000	51	187	Warren County
MT287000000000	28700	Kingsport-Bristol-Bristol, TN-VA	Virginia	CN5119100000000	51	191	Washington County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5119900000000	51	199	York County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5151000000000	51	510	Alexandria city
MT313400000000	31340	Lynchburg, VA	Virginia	CN5151500000000	51	515	Bedford city
MT287000000000	28700	Kingsport-Bristol-Bristol, TN-VA	Virginia	CN5152000000000	51	520	Bristol city
MT168200000000	16820	Charlottesville, VA	Virginia	CN5154000000000	51	540	Charlottesville city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5155000000000	51	550	Chesapeake city
MT400600000000	40060	Richmond, VA	Virginia	CN5157000000000	51	570	Colonial Heights city
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5160000000000	51	600	Fairfax city
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5161000000000	51	610	Falls Church city
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5163000000000	51	630	Fredericksburg city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5165000000000	51	650	Hampton city
MT255000000000	25500	Harrisonburg, VA	Virginia	CN5166000000000	51	660	Harrisonburg city
MT400600000000	40060	Richmond, VA	Virginia	CN5167000000000	51	670	Hopewell city
MT313400000000	31340	Lynchburg, VA	Virginia	CN5168000000000	51	680	Lynchburg city
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5168300000000	51	683	Manassas city
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5168500000000	51	685	Manassas Park city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5170000000000	51	700	Newport News city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5171000000000	51	710	Norfolk city
MT400600000000	40060	Richmond, VA	Virginia	CN5173000000000	51	730	Petersburg city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5173500000000	51	735	Poquoson city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5174000000000	51	740	Portsmouth city
MT139800000000	13980	Blacksburg-Christiansburg-Radford, VA	Virginia	CN5175000000000	51	750	Radford city
MT400600000000	40060	Richmond, VA	Virginia	CN5176000000000	51	760	Richmond city
MT402200000000	40220	Roanoke, VA	Virginia	CN5177000000000	51	770	Roanoke city
MT402200000000	40220	Roanoke, VA	Virginia	CN5177500000000	51	775	Salem city
MT444200000000	44420	Staunton-Waynesboro, VA	Virginia	CN5179000000000	51	790	Staunton city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5180000000000	51	800	Suffolk city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5181000000000	51	810	Virginia Beach city
MT444200000000	44420	Staunton-Waynesboro, VA	Virginia	CN5182000000000	51	820	Waynesboro city
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5183000000000	51	830	Williamsburg city
MT490200000000	49020	Winchester, VA-WV	Virginia	CN5184000000000	51	840	Winchester city
MT303000000000	30300	Lewiston, ID-WA	Washington	CN53300000000	53	3	Asotin County
MT284200000000	28420	Kennewick-Richland, WA	Washington	CN53500000000	53	5	Benton County
MT483000000000	48300	Wenatchee, WA	Washington	CN53700000000	53	7	Chelan County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Washington	CN531100000000	53	11	Clark County
MT474600000000	47460	Walla Walla, WA	Washington	CN531300000000	53	13	Columbia County
MT310200000000	31020	Longview, WA	Washington	CN531500000000	53	15	Cowlitz County
MT483000000000	48300	Wenatchee, WA	Washington	CN531700000000	53	17	Douglas County
MT284200000000	28420	Kennewick-Richland, WA	Washington	CN532100000000	53	21	Franklin County
MT426600000000	42660	Seattle-Tacoma-Bellevue, WA	Washington	CN533300000000	53	33	King County
MT147400000000	14740	Bremerton-Silverdale, WA	Washington	CN533500000000	53	35	Kitsap County
MT440600000000	44060	Spokane-Spokane Valley, WA	Washington	CN535100000000	53	51	Pend Oreille County
MT426600000000	42660	Seattle-Tacoma-Bellevue, WA	Washington	CN535300000000	53	53	Pierce County
MT345800000000	34580	Mount Vernon-Anacortes, WA	Washington	CN535700000000	53	57	Skagit County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Washington	CN535900000000	53	59	Skamania County
MT426600000000	42660	Seattle-Tacoma-Bellevue, WA	Washington	CN536100000000	53	61	Snohomish County
MT440600000000	44060	Spokane-Spokane Valley, WA	Washington	CN536300000000	53	63	Spokane County
MT440600000000	44060	Spokane-Spokane Valley, WA	Washington	CN536500000000	53	65	Stevens County
MT365000000000	36500	Olympia-Tumwater, WA	Washington	CN536700000000	53	67	Thurston County
MT474600000000	47460	Walla Walla, WA	Washington	CN537100000000	53	71	Walla Walla County
MT133800000000	13380	Bellingham, WA	Washington	CN537300000000	53	73	Whatcom County
MT494200000000	49420	Yakima, WA	Washington	CN537700000000	53	77	Yakima County
MT251800000000	25180	Hagerstown-Martinsburg, MD-WV	West Virginia	CN54300000000	54	3	Berkeley County
MT166200000000	16620	Charleston, WV	West Virginia	CN54500000000	54	5	Boone County
MT482600000000	48260	Weirton-Steubenville, WV-OH	West Virginia	CN54900000000	54	9	Brooke County
MT265800000000	26580	Huntington-Ashland, WV-KY-OH	West Virginia	CN541100000000	54	11	Cabell County
MT166200000000	16620	Charleston, WV	West Virginia	CN541500000000	54	15	Clay County
MT132200000000	13220	Beckley, WV	West Virginia	CN541900000000	54	19	Fayette County
MT490200000000	49020	Winchester, VA-WV	West Virginia	CN542700000000	54	27	Hampshire County
MT482600000000	48260	Weirton-Steubenville, WV-OH	West Virginia	CN542900000000	54	29	Hancock County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	West Virginia	CN543700000000	54	37	Jefferson County
MT166200000000	16620	Charleston, WV	West Virginia	CN543900000000	54	39	Kanawha County
MT265800000000	26580	Huntington-Ashland, WV-KY-OH	West Virginia	CN544300000000	54	43	Lincoln County
MT485400000000	48540	Wheeling, WV-OH	West Virginia	CN545100000000	54	51	Marshall County
MT190600000000	19060	Cumberland, MD-WV	West Virginia	CN545700000000	54	57	Mineral County
MT340600000000	34060	Morgantown, WV	West Virginia	CN546100000000	54	61	Monongalia County
MT485400000000	48540	Wheeling, WV-OH	West Virginia	CN546900000000	54	69	Ohio County
MT340600000000	34060	Morgantown, WV	West Virginia	CN547700000000	54	77	Preston County
MT265800000000	26580	Huntington-Ashland, WV-KY-OH	West Virginia	CN547900000000	54	79	Putnam County
MT132200000000	13220	Beckley, WV	West Virginia	CN548100000000	54	81	Raleigh County
MT265800000000	26580	Huntington-Ashland, WV-KY-OH	West Virginia	CN549900000000	54	99	Wayne County
MT376200000000	37620	Parkersburg-Vienna, WV	West Virginia	CN5410500000000	54	105	Wirt County
MT376200000000	37620	Parkersburg-Vienna, WV	West Virginia	CN5410700000000	54	107	Wood County
MT245800000000	24580	Green Bay, WI	Wisconsin	CN55900000000	55	9	Brown County
MT115400000000	11540	Appleton, WI	Wisconsin	CN551500000000	55	15	Calumet County
MT207400000000	20740	Eau Claire, WI	Wisconsin	CN551700000000	55	17	Chippewa County
MT315400000000	31540	Madison, WI	Wisconsin	CN552100000000	55	21	Columbia County
MT315400000000	31540	Madison, WI	Wisconsin	CN552500000000	55	25	Dane County
MT202600000000	20260	Duluth, MN-WI	Wisconsin	CN553100000000	55	31	Douglas County
MT207400000000	20740	Eau Claire, WI	Wisconsin	CN553500000000	55	35	Eau Claire County
MT225400000000	22540	Fond du Lac, WI	Wisconsin	CN553900000000	55	39	Fond du Lac County
MT315400000000	31540	Madison, WI	Wisconsin	CN554500000000	55	45	Green County
MT315400000000	31540	Madison, WI	Wisconsin	CN554900000000	55	49	Iowa County
MT169800000000	16980	Chicago-Naperville-Elgin, IL-IN-WI	Wisconsin	CN555900000000	55	59	Kenosha County
MT245800000000	24580	Green Bay, WI	Wisconsin	CN556100000000	55	61	Kewaunee County
MT291000000000	29100	La Crosse-Onalaska, WI-MN	Wisconsin	CN556300000000	55	63	La Crosse County
MT481400000000	48140	Wausau, WI	Wisconsin	CN557300000000	55	73	Marathon County
MT333400000000	33340	Milwaukee-Waukesha-West Allis, WI	Wisconsin	CN557900000000	55	79	Milwaukee County
MT245800000000	24580	Green Bay, WI	Wisconsin	CN558300000000	55	83	Oconto County
MT115400000000	11540	Appleton, WI	Wisconsin	CN558700000000	55	87	Outagamie County
MT333400000000	33340	Milwaukee-Waukesha-West Allis, WI	Wisconsin	CN558900000000	55	89	Ozaukee County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Wisconsin	CN559300000000	55	93	Pierce County
MT395400000000	39540	Racine, WI	Wisconsin	CN5510100000000	55	101	Racine County
MT275000000000	27500	Janesville-Beloit, WI	Wisconsin	CN5510500000000	55	105	Rock County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Wisconsin	CN5510900000000	55	109	St. Croix County
MT431000000000	43100	Sheboygan, WI	Wisconsin	CN5511700000000	55	117	Sheboygan County
MT333400000000	33340	Milwaukee-Waukesha-West Allis, WI	Wisconsin	CN5513100000000	55	131	Washington County
MT333400000000	33340	Milwaukee-Waukesha-West Allis, WI	Wisconsin	CN5513300000000	55	133	Waukesha County
MT367800000000	36780	Oshkosh-Neenah, WI	Wisconsin	CN5513900000000	55	139	Winnebago County
MT169400000000	16940	Cheyenne, WY	Wyoming	CN562100000000	56	21	Laramie County
MT162200000000	16220	Casper, WY	Wyoming	CN562500000000	56	25	Natrona County
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN72300000000	72	3	Aguada Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN72500000000	72	5	Aguadilla Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN72700000000	72	7	Aguas Buenas Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN72900000000	72	9	Aibonito Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN721100000000	72	11	AÃ±asco Municipio
MT116400000000	11640	Arecibo, PR	Puerto Rico	CN721300000000	72	13	Arecibo Municipio
MT250200000000	25020	Guayama, PR	Puerto Rico	CN721500000000	72	15	Arroyo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN721700000000	72	17	Barceloneta Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN721900000000	72	19	Barranquitas Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN722100000000	72	21	BayamÃ³n Municipio
MT419000000000	41900	San GermÃ¡n, PR	Puerto Rico	CN722300000000	72	23	Cabo Rojo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN722500000000	72	25	Caguas Municipio
MT116400000000	11640	Arecibo, PR	Puerto Rico	CN722700000000	72	27	Camuy Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN722900000000	72	29	CanÃ³vanas Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN723100000000	72	31	Carolina Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN723300000000	72	33	CataÃ±o Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN723500000000	72	35	Cayey Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN723700000000	72	37	Ceiba Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN723900000000	72	39	Ciales Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN724100000000	72	41	Cidra Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN724500000000	72	45	ComerÃ­o Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN724700000000	72	47	Corozal Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN725100000000	72	51	Dorado Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN725300000000	72	53	Fajardo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN725400000000	72	54	Florida Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN725500000000	72	55	GuÃ¡nica Municipio
MT250200000000	25020	Guayama, PR	Puerto Rico	CN725700000000	72	57	Guayama Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN725900000000	72	59	Guayanilla Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN726100000000	72	61	Guaynabo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN726300000000	72	63	Gurabo Municipio
MT116400000000	11640	Arecibo, PR	Puerto Rico	CN726500000000	72	65	Hatillo Municipio
MT324200000000	32420	MayagÃ¼ez, PR	Puerto Rico	CN726700000000	72	67	Hormigueros Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN726900000000	72	69	Humacao Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN727100000000	72	71	Isabela Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN727500000000	72	75	Juana DÃ­az Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN727700000000	72	77	Juncos Municipio
MT419000000000	41900	San GermÃ¡n, PR	Puerto Rico	CN727900000000	72	79	Lajas Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN728100000000	72	81	Lares Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN728500000000	72	85	Las Piedras Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN728700000000	72	87	LoÃ­za Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN728900000000	72	89	Luquillo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN729100000000	72	91	ManatÃ­ Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN729500000000	72	95	Maunabo Municipio
MT324200000000	32420	MayagÃ¼ez, PR	Puerto Rico	CN729700000000	72	97	MayagÃ¼ez Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN729900000000	72	99	Moca Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7210100000000	72	101	Morovis Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7210300000000	72	103	Naguabo Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7210500000000	72	105	Naranjito Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7210700000000	72	107	Orocovis Municipio
MT250200000000	25020	Guayama, PR	Puerto Rico	CN7210900000000	72	109	Patillas Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN7211100000000	72	111	PeÃ±uelas Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN7211300000000	72	113	Ponce Municipio
MT116400000000	11640	Arecibo, PR	Puerto Rico	CN7211500000000	72	115	Quebradillas Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN7211700000000	72	117	RincÃ³n Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7211900000000	72	119	RÃ­o Grande Municipio
MT419000000000	41900	San GermÃ¡n, PR	Puerto Rico	CN7212100000000	72	121	Sabana Grande Municipio
MT419000000000	41900	San GermÃ¡n, PR	Puerto Rico	CN7212500000000	72	125	San GermÃ¡n Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7212700000000	72	127	San Juan Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7212900000000	72	129	San Lorenzo Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN7213100000000	72	131	San SebastiÃ¡n Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7213500000000	72	135	Toa Alta Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7213700000000	72	137	Toa Baja Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7213900000000	72	139	Trujillo Alto Municipio
MT103800000000	10380	Aguadilla-Isabela, PR	Puerto Rico	CN7214100000000	72	141	Utuado Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7214300000000	72	143	Vega Alta Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7214500000000	72	145	Vega Baja Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN7214900000000	72	149	Villalba Municipio
MT419800000000	41980	San Juan-Carolina-Caguas, PR	Puerto Rico	CN7215100000000	72	151	Yabucoa Municipio
MT386600000000	38660	Ponce, PR	Puerto Rico	CN7215300000000	72	153	Yauco Municipio
